"Category";"ProductId";"Title";"BadgeRaw";"BadgeCount";"CampaignsRaw";"CampaignCount"
"cajas";"CEFD01";"Caja camiseta hincha feliz 15*13*26cm";"Más vendido";"1";"";"0"
"cajas";"CSRG01";"Caja Sobre Regalo 17*7*25cm";"Más vendido";"1";"";"0"
"cajas";"CPTZ01";"Caja Porta Tazas 9*16*25cm";"Más vendido";"1";"";"0"
"cajas";"CCEP15";"Caja Circular Especial Papá 15*15cm";"Más vendido";"1";"";"0"
"cajas";"CCUEP15";"Caja cubo Especial Papá 15*15cm";"Más vendido";"1";"";"0"
"cajas";"CJ203";"Caja Lazo Feliz Día Maestro/a ";"Más vendido";"1";"";"0"
"cajas";"CJ204";"Caja Box HotWheels c/n frase 28*8*24cm";"Más vendido";"1";"Hot Wheels Day";"1"
"cajas";"CJ205";"Caja Box mica Feliz Día Maestro/a 23.5*17cm";"Más vendido";"1";"";"0"
"cajas";"CJ206";"Caja Lazo Especial 28*24.5cm";"Más vendido";"1";"";"0"
"cajas";"CJ207";"Caja Box Mica HotWheels 23.5*17*9.5cm";"Más vendido";"1";"Hot Wheels Day";"1"
"cajas";"CJ208";"Caja Lazo HotWheels tornasol 29*23*8cm";"Más vendido";"1";"Hot Wheels Day";"1"
"cajas";"CIR3ENT";"Cicular x3 color entero con borde ";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"BOX3COR";"Box x3 con diseño corazon with love";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"BOX3FLO";"Box x3 flower for you";"Más vendido";"1";"Día de la Novia";"1"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cajas";"";"";"";"0";"";"0"
"cintas";"NACI100MTRS";"Cinta Satinada Nacional 4cm x 100m";"✨Todo el Año";"1";"Día de la Novia, Flores Amarillas, Día del Novio";"1"
"cintas";"Db-Q6xZlh";"Cinta Satinada Importada 4cm x 92m";"✨Todo el Año";"1";"Día de la Novia, Flores Amarillas, Día del Novio";"1"
"cintas";"CIM92";"Cinta Satinada Estándar 3cm x 92m";"✨Todo el Año";"1";"Día de la Novia, Día del Novio";"1"
"cintas";"75849nhff";"Cinta Letras Decorativa Delgada 1.5cm x 45m";"✨Todo el Año";"1";"Día de la Novia, Día del Novio";"1"
"cintas";"0913-45";"Cinta Letras Decorativa Satinada 1cm x 92m";"✨Todo el Año";"1";"Día de la Novia, Día del Novio";"1"
"cintas";"45128365458";"Cinta Satinada para flores Corta 4cm x 10m";"✨Todo el Año";"1";"";"0"
"cintas";"flor327873";"Cinta Floratel Decorativa Verde ";"✨Todo el Año";"1";"Día de la Novia, Flores Amarillas, Día del Novio";"1"
"cintas";"0TA95301";"Cinta Especially For You 2.5cm";"✨Todo el Año";"1";"Día del Novio";"1"
"cintas";"bnbideTkk";"Cinta Estilo Dior Premium 2cm";"✨Todo el Año";"1";"Día del Novio, Día de la Novia";"1"
"cintas";"TA95304";"Cinta Letras Especial Graduación 2.5cm";"✨Todo el Año";"1";"";"0"
"cintas";" eYFmDJReK";"Cinta Gasa Perlada 4cm";"✨Todo el Año";"1";"Día de la Novia";"1"
"cintas";"6Aw9IeUUc";"Cinta Gasa Decorativa 4cm";"✨Todo el Año";"1";"Día de la Novia";"1"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"cintas";"";"";"";"0";"";"0"
"globos";"GB-001N18";"Globo Metálico Color Entero  N°18";"Más vendido";"1";"Día de la Novia|Día del Novio";"2"
"globos";"G-091N18";"Globo Burbuja Transparente  N°18";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Hot Wheels Day|Día del Novio";"4"
"globos";"G-091N20";"Globo Burbuja Transparente  N°20";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Hot Wheels Day|Día del Novio";"4"
"globos";"G-091DN24";"Globo Burbuja Transparente  N°24";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Hot Wheels Day|Día del Novio";"4"
"globos";"GB-002N10";"Globo Metálico Color Entero  N°10";"Más vendido";"1";"Día del Novio|Día de la Novia";"2"
"globos";"GB-002N5";"Globo Metálico Color Entero  N°5";"Más vendido";"1";"Día de la Novia|Día del Novio";"2"
"globos";"BBmPG0WNT";"Globo Mamá Decorativo ";"Más vendido";"1";"";"0"
"globos";"lZ1uiKxub";"Confeti para Globo Decorativo ";"Más vendido";"1";"Flores Amarillas|Hot Wheels Day|Día de la Novia|Día del Novio";"4"
"globos";"GB-DIS18-001";"Globo Metálico Diseño  N°18";"Más vendido";"1";"";"0"
"globos";"GLOMAN10";"Globo Metálico Mamá  N°10";"Más vendido";"1";"";"0"
"globos";"GLOMAN5";"Globo Metálico Mamá  N°5";"Más vendido";"1";"";"0"
"globos";"GLOMAN12";"Globo Metálico Papá  N°10";"Más vendido";"1";"";"0"
"globos";"GLOMAN13";"Globo Metálico Papá  N°5";"Más vendido";"1";"";"0"
"globos";"GMFP01";"Globo Metálico Futbolero Pelotas  N°10";"Más vendido";"1";"Día del Novio";"1"
"globos";"GMFC01";"Globo Metálico Futbolero Camisetas  N°10";"Más vendido";"1";"Día del Novio";"1"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"globos";"";"";"";"0";"";"0"
"accesorios";"AR4003MAR";"Mariposa 3D Escarchada Decorativa";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"FP9059OTR";"Mariposa 3D Decorativa";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"MARICOLO243";"Mariposa Decorativa Colores";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"7017013";"Corona Metálica Pequeña Diamante";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"FP9141OTR";"Corona Metálica Perlada";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"GjLujo9IQ";"Corona Metálica Grande Decorativa";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";" bELOaWypH";"Tiara Rapunzel Decorativa";"Más vendido";"1";"Día de la Novia";"1"
"accesorios";"FP9159OTR";"Corona Redonda Grande Decorativa";"Más vendido";"1";"Día de la Novia";"1"
"accesorios";"FP9161OTR";"Corona Redonda Pequeña Decorativa";"Más vendido";"1";"Día de la Novia";"1"
"accesorios";"7017017";"Pistilo Decorativo para Flores";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"";"";"Más vendido";"1";"";"0"
"accesorios";"BAnDE4895";"Banderolas Decorativas Ocasiones";"Más vendido";"1";"";"0"
"accesorios";"70TSCR3D";"Toppers Scrap 3D Pan de Oro";"Más vendido";"1";"";"0"
"accesorios";"MARPEQ2574";"Mariposas Pequeñas Decorativas";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"ggELv2QRv";"Pack Tarjetas Amor x25";"Más vendido";"1";"";"0"
"accesorios";"7017016";"Medias Perlas x400 Decorativas";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"XPx4i46p9";"Pan de Oro Decorativo";"Más vendido";"1";"";"0"
"accesorios";"TARMA17498";"Pack Tarjetas Mamá x25";"Más vendido";"1";"";"0"
"accesorios";"8024110913441";"Tul para Flores 4M";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"eGWrnlXU6";"Tul Perlado Decorativo";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"Yb1ExVYQ";"Luces Hada con Pilas Decorativas";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"70TSCR3DM";"Toppers Scrap 3D Día de la Madre";"Más vendido";"1";"";"0"
"accesorios";"FP9079OTR";"Viruta de Papel Decorativa";"Más vendido";"1";"Día de la Novia|Día del Novio";"2"
"accesorios";"W5Kezs_HV";"Moño Fácil Mediano x10";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Día del Novio";"3"
"accesorios";"mJIcucnk2";"Moño Fácil Pequeño x10";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"CA3096LAZ";"Moño Rosón Grande Decorativo";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Día del Novio";"3"
"accesorios";"LYsYeyI0F";"Topper 3 Capas Mamá 3D";"Más vendido";"1";"";"0"
"accesorios";"Wipg6dBes";"Toppers Plastificados Ocasiones";"Más vendido";"1";"";"0"
"accesorios";"vcbrmzVss";"Topper Rosas Mamá Decorativo";"Más vendido";"1";"";"0"
"accesorios";"fTid2l90e";"Vinilo de Color Adhesivo";"Más vendido";"1";"";"0"
"accesorios";"107140564547";"Plancha Vinilo Adhesivo";"Más vendido";"1";"";"0"
"accesorios";"4578965122545";"Esfera Acrílica 20 cm";"Más vendido";"1";"";"0"
"accesorios";"_tihFomz-";"Sticker A4 Adhesivo";"Más vendido";"1";"";"0"
"accesorios";"9Wkbh4gWQ";"Adhesivo DTF para Plancha";"Más vendido";"1";"";"0"
"accesorios";"POR24870";"Porta Rosa Corazón Mamá";"Más vendido";"1";"";"0"
"accesorios";"yQ3ALKW-z";"Porta Tarjetas para Ramo";"Más vendido";"1";"";"0"
"accesorios";"aOydg5nzd";"Bolsa Porta Rosa Económica";"Más vendido";"1";"Día de la Novia";"1"
"accesorios";"TAR38950";"Tarjeta Tipo Carta Pequeña";"Más vendido";"1";"";"0"
"accesorios";"TARYFHGI";"Pack Tarjetas Cumpleaños x25u";"Más vendido";"1";"";"0"
"accesorios";"TARYFHGI2 ";"Pack Tarjetas Felicitaciones x25u";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"FP9048OTR";"Base Soporte Chico 23x14 cm";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"kAoHZjy4f";"Base para Ramo Grande";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"g7u-OidwP";"Base para Armado Small";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"o9hYD8L8H";"Cúpula de Vidrio Decorativa";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"107000553";"Oasis Base para Flores";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"TOPE2424";"Topper Mamá Corazón Corbata Decorativo";"Más vendido";"1";"";"0"
"accesorios";"LUC1M8650";"Luces Hada Dorada 1 m Pila Reloj";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Día del Novio";"3"
"accesorios";"0913-32";"Porta Rosa Unitaria de Colores";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"0913-31";"Porta Ramo de Plástico";"Más vendido";"1";"";"0"
"accesorios";"0913-35";"Yute en Rollo";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"5WurWASps";"Topper Brillante Papá";"Más vendido";"1";"";"0"
"accesorios";"DPSTK01";"Sticker Día del Padre";"Más vendido";"1";"";"0"
"accesorios";"DPTAR01";"Tarjeta Día del Padre";"Más vendido";"1";"";"0"
"accesorios";"DPCER01";"Sticker para Lata o Botella de Cerveza";"Más vendido";"1";"";"0"
"accesorios";"DPTOP01";"Topper de Papá e Hijo Pan de Oro";"Más vendido";"1";"";"0"
"accesorios";"DPTOP02";"Pelota Decorativa";"Más vendido";"1";"";"0"
"accesorios";"BSR04-ALT";"Base Circular Rosado Alto";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"WOOLY-8";"Topper Scrap Economic";"Más vendido";"1";"";"0"
"accesorios";"WOOLY-1";"Topper Scrap Camiseta";"Más vendido";"1";"";"0"
"accesorios";"LUC1M8655";"Luces Hada Dorada 3 m Pila Reloj";"Más vendido";"1";"Día de la Novia|Flores Amarillas|Día del Novio";"3"
"accesorios";"BSN01-CRZ";"Base Corazón Color Negro";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"BSC02-CRZ";"Base Circular con Corazones";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"BSN03-ALT";"Base Circular Negro Alto";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"accesorios";"TPVEP01";"Toppers Variados Especial Papá";"Más vendido";"1";"";"0"
"accesorios";"FP9048OTG";"Base Soporte Grande Circular 28x18 cm";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"llaveros";"OSI-C";"Llavero Oso Teddy Vestido 10cm";"Más vendido";"1";"Día de la Novia";"1"
"llaveros";"PL-1A";"Llavero Hello Kitty Lazo 10CM";"Más vendido";"1";"";"0"
"llaveros";"A-41X";"Llavero Stitch Sentado 10cm";"Más vendido";"1";"";"0"
"llaveros";"A-CONEJAX";"Llavero Stitch Coneja 10CM";"Más vendido";"1";"";"0"
"llaveros";"AB-40X";"Llavero Hello Kitty Cuerina 12CM";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"llaveros";"LS67";"Llavero superheroe 12CM";"Más vendido";"1";"";"0"
"llaveros";"OOGikcf9M";"Llavero San Rio Fresita 12CM";"Más vendido";"1";"";"0"
"llaveros";"Iu8TG6ctQ";"Llavero Peluche Lotso Echado 12CM";"Más vendido";"1";"";"0"
"llaveros";"70LCC986";"llavero cordero  12CM";"Más vendido";"1";"";"0"
"llaveros";"RdgPkgiwk";"Llavero Peluche San Rio Corazón en Mano 12CM";"Más vendido";"1";"";"0"
"llaveros";"LN-7B";"Llavero conejo  10cm";"Más vendido";"1";"Día de la Novia";"1"
"llaveros";"LN-7C";"Llavero conejo vestido economic  10cm";"Más vendido";"1";"";"0"
"llaveros";"LN-7g";"Llavero cerdito  babero  10cm";"Más vendido";"1";"Día de la Novia";"1"
"llaveros";"LN-7f";"Llavero hello kitty cuadros  12cm";"Más vendido";"1";"Día de la Novia|Flores Amarillas";"2"
"llaveros";"LN-7I214";"Llavero pinguino   12cm";"Más vendido";"1";"Día del Novio";"1"
"llaveros";"LN-7A";"Llavero Kuromi Encaje 10cm";"Más vendido";"1";"";"0"
"llaveros";"LDMDA01";"Llavero de mi dragon con alas 12cm";"Más vendido";"1";"Día del Novio";"1"
"llaveros";"LLUFY02";"Llavero de luffy  12cm";"Más vendido";"1";"Día del Novio";"1"
"llaveros";"LSNFB03";"LLavero snope  futbolero  12cm";"Más vendido";"1";"Día del Novio";"1"
"llaveros";"LSNBB04";"Llavero de snoope basquetbol  12cm";"Más vendido";"1";"Día del Novio";"1"
"llaveros";"";"llavero de monkey  de luffy  12cm";"Más vendido";"1";"";"0"
"llaveros";"";"llavero tony tony chopper 12cm";"Más vendido";"1";"";"0"
"llaveros";"";"llavero nico robin con sombrero vaquero azul 12cm";"Más vendido";"1";"";"0"
"llaveros";"";"llavero disfrazado de portgas d.Ace  12cm";"Más vendido";"1";"";"0"
"llaveros";"";"llavero disfrazado de san juan wolf sombrero rosa 12cm";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"Más vendido";"1";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"llaveros";"";"";"";"0";"";"0"
"hotwheels";"HWC001";"Caja Hot Wheels Classic 72U Modelos 2025 ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"HWC002";"Caja Hot Wheels Classic 72U Modelos 2026 ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"HWC0022";"Pack 2 Cajas Hot wheels Classic 72u  Modelos 2026 ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"HWC0026";"Pack 6 Cajas Hot wheels Classic 72u  Modelos 2026 ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"FNT001";"High-Tail Chaser 2026 ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"SPT001";"Bugatti Bolide ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"FNT002";"La Liebre (Legends Tour) ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"SPT002";"Ferrari SF90 Stradale ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"CLS001";"Ferrari F40 Competizione ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"SPT003";"Porsche Taycan Turbo S ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"SPT004";"McLaren W1 ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"FNT003";"Optimus Prime ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"CLS002";"Ferrari 365 GTB4 Competizione ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"FNT004";"HW K.I.T.T. Concept ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"RCE001";"Datsun 240Z Racing #23 ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"RCE002";"24/Seven Red Drift ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"RCE003";"HW450F Extreme Sports ";"Más vendido";"1";"Hot Wheels Day|Día del Amigo|Día del Hombre|Día del Novio";"4"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
"hotwheels";"";"";"";"0";"";"0"
